row ID,SSL,BATHRM,HF_BATHRM,HEAT,HEAT_D,AC,NUM_UNITS,ROOMS,BEDRM,AYB,YR_RMDL,EYB,STORIES,SALEDATE,PRICE,QUALIFIED,SALE_NUM,GBA,BLDG_NUM,STYLE,STYLE_D,STRUCT,STRUCT_D,GRADE,GRADE_D,CNDTN,CNDTN_D,EXTWALL,EXTWALL_D,ROOF,ROOF_D,INTWALL,INTWALL_D,KITCHENS,FIREPLACES,USECODE,LANDAREA,GIS_LAST_MOD_DTTM
9762,0891    0800,2.0,1.0,7.0,Warm Cool,Y,2.0,9.0,4.0,1900.0,2007.0,1969,2.0,2014-09-24T00:00:00.000Z,849900.0,1,6,1498,1,4.0,2 Story,7.0,Row Inside,5.0,Good Quality,4.0,Good,14.0,Common Brick,6.0,Metal- Sms,3.0,Wood Floor,2.0,2.0,24,1224,2018-07-22T18:01:43.000Z
8725,0861    0185,2.0,1.0,7.0,Warm Cool,Y,1.0,6.0,3.0,1926.0,1990.0,1960,2.0,2002-08-02T00:00:00.000Z,450000.0,1,1,1728,1,4.0,2 Story,7.0,Row Inside,5.0,Good Quality,4.0,Good,14.0,Common Brick,6.0,Metal- Sms,6.0,Hardwood,1.0,1.0,11,1440,2018-07-22T18:01:43.000Z
3801,0305    0036,3.0,0.0,13.0,Hot Water Rad,Y,2.0,7.0,3.0,1900.0,,1967,2.0,2002-05-23T00:00:00.000Z,510000.0,1,1,2082,1,4.0,2 Story,6.0,Row End,4.0,Above Average,3.0,Average,14.0,Common Brick,6.0,Metal- Sms,3.0,Wood Floor,2.0,3.0,24,2000,2018-07-22T18:01:43.000Z
62691,3295    0004,1.0,1.0,13.0,Hot Water Rad,N,1.0,6.0,3.0,1931.0,,1954,2.0,1900-01-01T00:00:00.000Z,,0,1,1188,1,4.0,2 Story,7.0,Row Inside,3.0,Average,3.0,Average,14.0,Common Brick,6.0,Metal- Sms,6.0,Hardwood,1.0,0.0,11,1729,2018-07-22T18:01:43.000Z
70172,3810    0115,2.0,1.0,7.0,Warm Cool,Y,1.0,7.0,4.0,1983.0,,1993,2.0,2006-03-08T00:00:00.000Z,400000.0,1,1,1462,1,4.0,2 Story,8.0,Semi-Detached,4.0,Above Average,3.0,Average,19.0,Aluminum,1.0,Comp Shingle,2.0,Carpet,1.0,0.0,13,3300,2018-07-22T18:01:43.000Z
23011,1417    0046,2.0,0.0,13.0,Hot Water Rad,Y,1.0,7.0,4.0,1852.0,,1954,2.0,1900-01-01T00:00:00.000Z,0.0,0,1,1496,1,4.0,2 Story,1.0,Single,6.0,Very Good,3.0,Average,6.0,Wood Siding,1.0,Comp Shingle,6.0,Hardwood,1.0,0.0,12,6442,2018-07-22T18:01:43.000Z
53963,3001    0056,1.0,1.0,13.0,Hot Water Rad,N,1.0,6.0,3.0,1908.0,,1954,2.0,2004-03-26T00:00:00.000Z,244900.0,1,1,1528,1,4.0,2 Story,7.0,Row Inside,3.0,Average,3.0,Average,14.0,Common Brick,6.0,Metal- Sms,6.0,Hardwood,1.0,1.0,11,3060,2018-07-22T18:01:43.000Z
99034,5793    0173,1.0,0.0,13.0,Hot Water Rad,N,1.0,6.0,3.0,1905.0,,1943,2.0,1900-01-01T00:00:00.000Z,,0,1,1524,1,4.0,2 Story,8.0,Semi-Detached,3.0,Average,3.0,Average,5.0,Stucco,6.0,Metal- Sms,3.0,Wood Floor,1.0,0.0,13,3108,2018-07-22T18:01:43.000Z
45479,2786    0123,2.0,0.0,7.0,Warm Cool,Y,1.0,7.0,3.0,1940.0,,1954,2.0,1997-10-07T00:00:00.000Z,174000.0,1,1,1400,1,4.0,2 Story,1.0,Single,4.0,Above Average,4.0,Good,14.0,Common Brick,1.0,Comp Shingle,6.0,Hardwood,1.0,1.0,12,3491,2018-07-22T18:01:43.000Z
64290,3719    0916,3.0,1.0,1.0,Forced Air,Y,1.0,8.0,3.0,2013.0,,2015,2.0,2014-07-18T00:00:00.000Z,564000.0,1,2,1584,1,4.0,2 Story,7.0,Row Inside,5.0,Good Quality,5.0,Very Good,14.0,Common Brick,1.0,Comp Shingle,6.0,Hardwood,1.0,0.0,11,1188,2018-07-22T18:01:43.000Z
96113,5508    0078,4.0,0.0,13.0,Hot Water Rad,N,4.0,16.0,4.0,1939.0,,1957,2.0,2012-01-17T00:00:00.000Z,0.0,0,1,2800,1,4.0,2 Story,2.0,Multi,4.0,Above Average,3.0,Average,14.0,Common Brick,2.0,Built Up,6.0,Hardwood,4.0,0.0,23,4188,2018-07-22T18:01:43.000Z
76024,4190    0010,3.0,0.0,7.0,Warm Cool,Y,1.0,6.0,3.0,1956.0,,1965,1.0,1900-01-01T00:00:00.000Z,,0,1,1443,1,1.0,1 Story,1.0,Single,3.0,Average,4.0,Good,14.0,Common Brick,2.0,Built Up,6.0,Hardwood,1.0,1.0,12,6594,2018-07-22T18:01:43.000Z
4879,0658    0802,2.0,0.0,13.0,Hot Water Rad,N,2.0,6.0,2.0,1941.0,,1943,2.0,1993-03-08T00:00:00.000Z,28000.0,0,1,1088,1,4.0,2 Story,2.0,Multi,3.0,Average,3.0,Average,14.0,Common Brick,2.0,Built Up,6.0,Hardwood,2.0,0.0,23,870,2018-07-22T18:01:43.000Z
22093,1301    1082,1.0,0.0,13.0,Hot Water Rad,N,1.0,6.0,3.0,1931.0,,1957,2.0,2005-06-14T00:00:00.000Z,723790.0,1,1,1700,1,4.0,2 Story,7.0,Row Inside,5.0,Good Quality,3.0,Average,14.0,Common Brick,6.0,Metal- Sms,6.0,Hardwood,1.0,0.0,11,1760,2018-07-22T18:01:43.000Z
80094,4295    0005,3.0,1.0,1.0,Forced Air,Y,1.0,7.0,4.0,1929.0,2012.0,1964,2.0,2012-08-17T00:00:00.000Z,429000.0,1,1,1376,1,4.0,2 Story,1.0,Single,3.0,Average,4.0,Good,22.0,Brick/Siding,1.0,Comp Shingle,11.0,Hardwood/Carp,1.0,0.0,12,2731,2018-07-22T18:01:43.000Z
29823,1834    0024,2.0,0.0,7.0,Warm Cool,Y,1.0,6.0,3.0,1923.0,,1960,2.0,2017-04-24T00:00:00.000Z,1150000.0,1,3,1717,1,4.0,2 Story,1.0,Single,5.0,Good Quality,4.0,Good,6.0,Wood Siding,11.0,Slate,6.0,Hardwood,1.0,1.0,12,4575,2018-07-22T18:01:43.000Z
22310,1301    0775,2.0,1.0,13.0,Hot Water Rad,N,1.0,10.0,3.0,1927.0,,1950,2.0,2002-05-23T00:00:00.000Z,487000.0,1,1,1564,1,4.0,2 Story,6.0,Row End,5.0,Good Quality,3.0,Average,14.0,Common Brick,6.0,Metal- Sms,6.0,Hardwood,1.0,0.0,11,2741,2018-07-22T18:01:43.000Z
72798,3898    0053,1.0,0.0,7.0,Warm Cool,Y,1.0,6.0,3.0,1951.0,,1951,2.0,1900-01-01T00:00:00.000Z,,0,1,1116,1,4.0,2 Story,8.0,Semi-Detached,3.0,Average,3.0,Average,14.0,Common Brick,1.0,Comp Shingle,6.0,Hardwood,1.0,0.0,13,3038,2018-07-22T18:01:43.000Z
73048,3935    0010,3.0,1.0,1.0,Forced Air,Y,1.0,6.0,3.0,1960.0,,1980,2.0,1900-01-01T00:00:00.000Z,0.0,0,1,1960,1,4.0,2 Story,1.0,Single,5.0,Good Quality,4.0,Good,14.0,Common Brick,1.0,Comp Shingle,6.0,Hardwood,1.0,0.0,12,9526,2018-07-22T18:01:43.000Z
4524,0340    0055,4.0,0.0,7.0,Warm Cool,Y,4.0,10.0,4.0,1920.0,2005.0,1969,3.0,2004-10-22T00:00:00.000Z,3550000.0,0,1,2541,1,7.0,3 Story,7.0,Row Inside,5.0,Good Quality,3.0,Average,14.0,Common Brick,2.0,Built Up,6.0,Hardwood,4.0,0.0,24,1540,2018-07-22T18:01:43.000Z
18640,1269    0302,2.0,1.0,13.0,Hot Water Rad,Y,1.0,8.0,4.0,1900.0,2003.0,1981,2.0,1900-01-01T00:00:00.000Z,,0,1,2876,1,4.0,2 Story,1.0,Single,8.0,Superior,4.0,Good,14.0,Common Brick,6.0,Metal- Sms,6.0,Hardwood,1.0,1.0,13,2880,2018-07-22T18:01:43.000Z
98443,5536    0022,2.0,1.0,7.0,Warm Cool,Y,1.0,7.0,3.0,1964.0,1999.0,1974,1.0,2011-12-07T00:00:00.000Z,225000.0,0,1,1334,1,1.0,1 Story,1.0,Single,4.0,Above Average,4.0,Good,14.0,Common Brick,1.0,Comp Shingle,6.0,Hardwood,1.0,0.0,12,5369,2018-07-22T18:01:43.000Z
32469,1930    0061,1.0,1.0,13.0,Hot Water Rad,Y,1.0,6.0,3.0,1923.0,,1954,2.0,2005-08-24T00:00:00.000Z,699000.0,1,1,1320,1,4.0,2 Story,8.0,Semi-Detached,6.0,Very Good,3.0,Average,14.0,Common Brick,6.0,Metal- Sms,6.0,Hardwood,1.0,1.0,13,2803,2018-07-22T18:01:43.000Z
12371,0942    0044,4.0,1.0,7.0,Warm Cool,Y,1.0,9.0,5.0,1908.0,2009.0,1984,3.0,2009-11-12T00:00:00.000Z,1200000.0,1,1,2748,1,7.0,3 Story,7.0,Row Inside,6.0,Very Good,5.0,Very Good,14.0,Common Brick,13.0,Neopren,6.0,Hardwood,1.0,2.0,11,1597,2018-07-22T18:01:43.000Z
66575,3742    0087,1.0,2.0,1.0,Forced Air,N,1.0,6.0,3.0,1953.0,,1953,2.0,1900-01-01T00:00:00.000Z,,0,1,1246,1,4.0,2 Story,8.0,Semi-Detached,3.0,Average,3.0,Average,14.0,Common Brick,2.0,Built Up,6.0,Hardwood,1.0,0.0,13,4802,2018-07-22T18:01:43.000Z
65460,3504    0030,1.0,0.0,13.0,Hot Water Rad,N,1.0,6.0,0.0,1908.0,,1943,2.0,1900-01-01T00:00:00.000Z,0.0,0,1,1424,1,4.0,2 Story,7.0,Row Inside,3.0,Average,3.0,Average,14.0,Common Brick,6.0,Metal- Sms,6.0,Hardwood,1.0,0.0,11,1700,2018-07-22T18:01:43.000Z
30728,1814    0083,2.0,1.0,7.0,Warm Cool,Y,1.0,9.0,3.0,1938.0,2012.0,1963,2.0,1994-03-29T00:00:00.000Z,340000.0,1,1,2308,1,4.0,2 Story,8.0,Semi-Detached,6.0,Very Good,4.0,Good,14.0,Common Brick,13.0,Neopren,6.0,Hardwood,1.0,2.0,13,2966,2018-07-22T18:01:43.000Z
36483,2009    0026,3.0,2.0,13.0,Hot Water Rad,Y,1.0,7.0,4.0,1936.0,2013.0,1969,2.0,2011-06-14T00:00:00.000Z,1050000.0,1,1,3130,1,4.0,2 Story,1.0,Single,5.0,Good Quality,4.0,Good,14.0,Common Brick,11.0,Slate,6.0,Hardwood,1.0,3.0,12,6330,2018-07-22T18:01:43.000Z
15233,0972    0031,2.0,0.0,1.0,Forced Air,Y,1.0,6.0,2.0,1900.0,2001.0,1964,2.0,2009-07-17T00:00:00.000Z,519000.0,1,1,1227,1,4.0,2 Story,7.0,Row Inside,3.0,Average,4.0,Good,14.0,Common Brick,6.0,Metal- Sms,6.0,Hardwood,1.0,1.0,11,1280,2018-07-22T18:01:43.000Z
31454,1747    0006,2.0,0.0,13.0,Hot Water Rad,N,1.0,7.0,3.0,1917.0,,1950,2.0,1900-01-01T00:00:00.000Z,,0,1,1824,1,4.0,2 Story,8.0,Semi-Detached,5.0,Good Quality,4.0,Good,14.0,Common Brick,6.0,Metal- Sms,6.0,Hardwood,1.0,1.0,13,3900,2018-07-22T18:01:43.000Z
29323,1614    0086,5.0,1.0,7.0,Warm Cool,Y,1.0,11.0,6.0,1928.0,2011.0,1983,2.5,1994-11-18T00:00:00.000Z,1275000.0,1,1,4820,1,6.0,2.5 Story Fin,1.0,Single,8.0,Superior,3.0,Average,17.0,Stone,11.0,Slate,6.0,Hardwood,1.0,4.0,12,16750,2018-07-22T18:01:43.000Z
16902,1035    0059,2.0,1.0,13.0,Hot Water Rad,Y,1.0,8.0,3.0,1909.0,1990.0,1960,2.0,2002-02-27T00:00:00.000Z,475000.0,1,1,1912,1,4.0,2 Story,7.0,Row Inside,5.0,Good Quality,3.0,Average,14.0,Common Brick,6.0,Metal- Sms,6.0,Hardwood,1.0,1.0,11,2203,2018-07-22T18:01:43.000Z
42074,2588    0051,1.0,1.0,13.0,Hot Water Rad,Y,1.0,6.0,2.0,1927.0,2010.0,1980,2.0,2002-03-01T00:00:00.000Z,441000.0,1,1,1436,1,4.0,2 Story,7.0,Row Inside,5.0,Good Quality,4.0,Good,23.0,Stone/Stucco,10.0,Clay Tile,6.0,Hardwood,1.0,1.0,11,2160,2018-07-22T18:01:43.000Z
102505,5877    0073,1.0,0.0,1.0,Forced Air,N,1.0,4.0,2.0,1953.0,,1962,2.0,2002-11-18T00:00:00.000Z,75000.0,1,1,768,1,4.0,2 Story,8.0,Semi-Detached,3.0,Average,3.0,Average,14.0,Common Brick,6.0,Metal- Sms,2.0,Carpet,1.0,0.0,13,2562,2018-07-22T18:01:43.000Z
25598,1352    0154,2.0,0.0,7.0,Warm Cool,Y,1.0,7.0,4.0,1930.0,,1962,2.0,1900-01-01T00:00:00.000Z,,0,1,1883,1,4.0,2 Story,7.0,Row Inside,7.0,Excellent,3.0,Average,14.0,Common Brick,11.0,Slate,6.0,Hardwood,1.0,1.0,11,2432,2018-07-22T18:01:43.000Z
66001,3719    0050,3.0,1.0,1.0,Forced Air,Y,1.0,9.0,4.0,2013.0,,2015,2.0,2013-11-01T00:00:00.000Z,735720.0,1,1,2816,1,6.0,2.5 Story Fin,1.0,Single,5.0,Good Quality,5.0,Very Good,14.0,Common Brick,1.0,Comp Shingle,6.0,Hardwood,1.0,1.0,12,3340,2018-07-22T18:01:43.000Z
11629,0896    0036,2.0,1.0,13.0,Hot Water Rad,N,2.0,7.0,3.0,1900.0,,1960,2.0,2004-06-03T00:00:00.000Z,540500.0,1,1,1528,1,4.0,2 Story,7.0,Row Inside,5.0,Good Quality,3.0,Average,14.0,Common Brick,6.0,Metal- Sms,6.0,Hardwood,2.0,2.0,24,1121,2018-07-22T18:01:43.000Z
35865,2076    0098,2.0,2.0,13.0,Hot Water Rad,Y,1.0,6.0,4.0,1917.0,2015.0,1972,2.5,2014-05-06T00:00:00.000Z,857500.0,1,2,2512,1,6.0,2.5 Story Fin,8.0,Semi-Detached,6.0,Very Good,3.0,Average,6.0,Wood Siding,1.0,Comp Shingle,6.0,Hardwood,1.0,1.0,13,3250,2018-07-22T18:01:43.000Z
25632,1467    1002,4.0,1.0,7.0,Warm Cool,Y,1.0,10.0,5.0,1995.0,,2004,2.5,2000-01-27T00:00:00.000Z,980000.0,1,1,4572,1,6.0,2.5 Story Fin,1.0,Single,6.0,Very Good,4.0,Good,10.0,Brick Veneer,1.0,Comp Shingle,6.0,Hardwood,1.0,3.0,12,21413,2018-07-22T18:01:43.000Z
47202,2802    0094,1.0,2.0,13.0,Hot Water Rad,N,1.0,6.0,3.0,1923.0,,1950,2.0,2013-05-31T00:00:00.000Z,0.0,0,1,1312,1,4.0,2 Story,1.0,Single,5.0,Good Quality,3.0,Average,6.0,Wood Siding,1.0,Comp Shingle,6.0,Hardwood,1.0,0.0,12,4877,2018-07-22T18:01:43.000Z
52085,2995    0049,2.0,1.0,1.0,Forced Air,Y,1.0,6.0,3.0,1907.0,2010.0,1964,2.0,2011-05-02T00:00:00.000Z,300000.0,1,1,1148,1,4.0,2 Story,8.0,Semi-Detached,3.0,Average,4.0,Good,5.0,Stucco,6.0,Metal- Sms,6.0,Hardwood,1.0,0.0,13,1500,2018-07-22T18:01:43.000Z
60533,3265    0828,1.0,0.0,13.0,Hot Water Rad,N,1.0,7.0,3.0,1927.0,,1954,2.0,2003-09-15T00:00:00.000Z,0.0,0,1,1230,1,4.0,2 Story,8.0,Semi-Detached,3.0,Average,3.0,Average,14.0,Common Brick,1.0,Comp Shingle,6.0,Hardwood,1.0,1.0,13,2559,2018-07-22T18:01:43.000Z
27493,1641    0035,2.0,1.0,7.0,Warm Cool,Y,1.0,7.0,3.0,1941.0,,1950,2.0,2003-11-24T00:00:00.000Z,0.0,0,1,1801,1,4.0,2 Story,1.0,Single,5.0,Good Quality,4.0,Good,14.0,Common Brick,11.0,Slate,6.0,Hardwood,1.0,2.0,12,5400,2018-07-22T18:01:43.000Z
86946,5133    0165,1.0,0.0,1.0,Forced Air,N,1.0,5.0,2.0,1944.0,,1944,2.0,2018-02-14T00:00:00.000Z,167400.0,0,2,832,1,4.0,2 Story,8.0,Semi-Detached,3.0,Average,3.0,Average,14.0,Common Brick,2.0,Built Up,6.0,Hardwood,1.0,0.0,13,1875,2018-07-22T18:01:43.000Z
551,0133    0802,2.0,1.0,13.0,Hot Water Rad,N,1.0,9.0,6.0,1908.0,,1960,3.0,1900-01-01T00:00:00.000Z,,0,1,3337,1,7.0,3 Story,7.0,Row Inside,5.0,Good Quality,3.0,Average,14.0,Common Brick,6.0,Metal- Sms,6.0,Hardwood,1.0,0.0,11,2000,2018-07-22T18:01:43.000Z
11346,0894    0041,1.0,1.0,1.0,Forced Air,Y,1.0,6.0,2.0,1900.0,2011.0,1978,2.0,2004-11-30T00:00:00.000Z,323330.0,0,1,1362,1,4.0,2 Story,7.0,Row Inside,3.0,Average,4.0,Good,5.0,Stucco,6.0,Metal- Sms,3.0,Wood Floor,1.0,0.0,11,1120,2018-07-22T18:01:43.000Z
4703,0507    0021,2.0,0.0,1.0,Forced Air,Y,1.0,12.0,4.0,1900.0,2000.0,1982,2.0,2003-07-03T00:00:00.000Z,330000.0,1,1,1178,1,4.0,2 Story,7.0,Row Inside,5.0,Good Quality,3.0,Average,14.0,Common Brick,2.0,Built Up,11.0,Hardwood/Carp,1.0,0.0,11,1360,2018-07-22T18:01:43.000Z
23185,1411    0012,3.0,0.0,7.0,Warm Cool,Y,1.0,7.0,3.0,1956.0,2000.0,1976,1.0,2010-07-02T00:00:00.000Z,831019.0,1,1,1249,1,14.0,Split Level,1.0,Single,5.0,Good Quality,3.0,Average,14.0,Common Brick,1.0,Comp Shingle,6.0,Hardwood,1.0,1.0,12,5826,2018-07-22T18:01:43.000Z
20012,1188    0088,1.0,1.0,7.0,Warm Cool,Y,1.0,4.0,2.0,1900.0,2000.0,1970,3.0,2014-07-28T00:00:00.000Z,680000.0,1,4,864,1,7.0,3 Story,7.0,Row Inside,7.0,Excellent,4.0,Good,14.0,Common Brick,6.0,Metal- Sms,11.0,Hardwood/Carp,1.0,2.0,11,554,2018-07-22T18:01:43.000Z
41810,2607    0012,3.0,1.0,13.0,Hot Water Rad,N,2.0,10.0,6.0,1903.0,,1963,3.0,1900-01-01T00:00:00.000Z,0.0,0,1,3330,1,7.0,3 Story,6.0,Row End,6.0,Very Good,3.0,Average,14.0,Common Brick,6.0,Metal- Sms,6.0,Hardwood,2.0,2.0,24,2750,2018-07-22T18:01:43.000Z
41636,2676    0458,2.0,1.0,13.0,Hot Water Rad,Y,1.0,6.0,3.0,1909.0,2009.0,1980,2.0,2009-12-30T00:00:00.000Z,650000.0,1,1,1712,1,4.0,2 Story,7.0,Row Inside,5.0,Good Quality,4.0,Good,14.0,Common Brick,6.0,Metal- Sms,6.0,Hardwood,1.0,1.0,11,1834,2018-07-22T18:01:43.000Z
10266,0862    0114,2.0,0.0,13.0,Hot Water Rad,Y,2.0,5.0,3.0,1911.0,2007.0,1969,2.0,2014-09-09T00:00:00.000Z,0.0,0,2,1332,1,4.0,2 Story,7.0,Row Inside,5.0,Good Quality,4.0,Good,14.0,Common Brick,6.0,Metal- Sms,6.0,Hardwood,2.0,1.0,24,1638,2018-07-22T18:01:43.000Z
45265,2656    0025,3.0,1.0,13.0,Hot Water Rad,N,1.0,12.0,5.0,1927.0,2010.0,1972,2.5,2009-06-09T00:00:00.000Z,785000.0,0,1,3297,1,6.0,2.5 Story Fin,1.0,Single,6.0,Very Good,3.0,Average,14.0,Common Brick,11.0,Slate,6.0,Hardwood,1.0,2.0,12,5338,2018-07-22T18:01:43.000Z
105670,6168    0034,1.0,0.0,1.0,Forced Air,N,1.0,5.0,2.0,1947.0,,1947,2.0,2000-04-10T00:00:00.000Z,75000.0,0,1,928,1,4.0,2 Story,8.0,Semi-Detached,3.0,Average,3.0,Average,14.0,Common Brick,2.0,Built Up,6.0,Hardwood,1.0,0.0,13,1817,2018-07-22T18:01:43.000Z
89570,5264    0045,2.0,0.0,1.0,Forced Air,Y,1.0,6.0,2.0,1946.0,2007.0,1966,2.0,2009-12-02T00:00:00.000Z,189000.0,0,1,768,1,4.0,2 Story,6.0,Row End,3.0,Average,4.0,Good,14.0,Common Brick,2.0,Built Up,6.0,Hardwood,1.0,0.0,11,1727,2018-07-22T18:01:43.000Z
103059,5883    0046,2.0,1.0,7.0,Warm Cool,Y,1.0,8.0,3.0,2006.0,,2010,2.0,2006-05-02T00:00:00.000Z,260400.0,1,1,1360,1,4.0,2 Story,8.0,Semi-Detached,4.0,Above Average,4.0,Good,4.0,Vinyl Siding,1.0,Comp Shingle,2.0,Carpet,1.0,0.0,13,3218,2018-07-22T18:01:43.000Z
84832,4544    0067,1.0,1.0,1.0,Forced Air,Y,1.0,8.0,3.0,1927.0,1989.0,1957,2.0,1994-05-16T00:00:00.000Z,114100.0,1,1,1400,1,4.0,2 Story,7.0,Row Inside,4.0,Above Average,4.0,Good,14.0,Common Brick,2.0,Built Up,6.0,Hardwood,1.0,2.0,11,1377,2018-07-22T18:01:43.000Z
32269,2006    0010,2.0,1.0,7.0,Warm Cool,Y,1.0,7.0,4.0,1932.0,,1950,2.0,1900-01-01T00:00:00.000Z,,0,1,1706,1,4.0,2 Story,1.0,Single,5.0,Good Quality,4.0,Good,14.0,Common Brick,11.0,Slate,6.0,Hardwood,1.0,1.0,12,5375,2018-07-22T18:01:43.000Z
26047,1352    0173,2.0,1.0,13.0,Hot Water Rad,Y,1.0,9.0,4.0,1931.0,,1963,2.0,1998-03-26T00:00:00.000Z,0.0,0,1,1484,1,4.0,2 Story,7.0,Row Inside,6.0,Very Good,3.0,Average,21.0,Brick/Stucco,6.0,Metal- Sms,6.0,Hardwood,1.0,1.0,11,2829,2018-07-22T18:01:43.000Z
78213,4202    0193,1.0,0.0,13.0,Hot Water Rad,N,1.0,6.0,3.0,1927.0,,1954,2.0,1900-01-01T00:00:00.000Z,,0,1,1064,1,4.0,2 Story,7.0,Row Inside,3.0,Average,3.0,Average,14.0,Common Brick,2.0,Built Up,6.0,Hardwood,1.0,0.0,11,1264,2018-07-22T18:01:43.000Z
17325,1029    0076,1.0,1.0,7.0,Warm Cool,Y,1.0,6.0,3.0,1909.0,1974.0,1969,2.0,2015-04-27T00:00:00.000Z,605000.0,1,3,1324,1,4.0,2 Story,7.0,Row Inside,5.0,Good Quality,3.0,Average,14.0,Common Brick,6.0,Metal- Sms,6.0,Hardwood,1.0,0.0,11,1024,2018-07-22T18:01:43.000Z
38449,2343    0826,4.0,1.0,7.0,Warm Cool,Y,1.0,11.0,3.0,1987.0,,1999,2.0,1900-01-01T00:00:00.000Z,,0,1,2592,1,4.0,2 Story,1.0,Single,6.0,Very Good,4.0,Good,6.0,Wood Siding,4.0,Shake,6.0,Hardwood,1.0,2.0,12,11620,2018-07-22T18:01:43.000Z
15030,1041    0807,2.0,1.0,13.0,Hot Water Rad,Y,1.0,6.0,2.0,1916.0,2009.0,1978,2.0,2009-11-18T00:00:00.000Z,550000.0,1,1,960,1,4.0,2 Story,7.0,Row Inside,3.0,Average,5.0,Very Good,14.0,Common Brick,6.0,Metal- Sms,6.0,Hardwood,1.0,0.0,11,1809,2018-07-22T18:01:43.000Z
49453,2863    0080,2.0,2.0,7.0,Warm Cool,Y,2.0,8.0,4.0,1989.0,,1993,3.0,2000-09-29T00:00:00.000Z,132000.0,1,1,1998,1,7.0,3 Story,7.0,Row Inside,3.0,Average,3.0,Average,14.0,Common Brick,1.0,Comp Shingle,3.0,Wood Floor,2.0,0.0,24,2256,2018-07-22T18:01:43.000Z
85603,5100    0837,1.0,2.0,1.0,Forced Air,Y,1.0,6.0,2.0,1963.0,,1966,2.0,2001-11-09T00:00:00.000Z,0.0,0,1,2642,1,4.0,2 Story,1.0,Single,4.0,Above Average,3.0,Average,14.0,Common Brick,1.0,Comp Shingle,6.0,Hardwood,1.0,0.0,12,5700,2018-07-22T18:01:43.000Z
82410,4516    0035,1.0,0.0,13.0,Hot Water Rad,N,1.0,5.0,2.0,1930.0,,1957,2.0,2016-10-12T00:00:00.000Z,431000.0,1,2,1240,1,4.0,2 Story,7.0,Row Inside,4.0,Above Average,3.0,Average,14.0,Common Brick,2.0,Built Up,6.0,Hardwood,1.0,0.0,11,1464,2018-07-22T18:01:43.000Z
101010,5656    0054,1.0,1.0,13.0,Hot Water Rad,N,1.0,6.0,3.0,1935.0,,1975,1.75,1900-01-01T00:00:00.000Z,,0,1,1302,1,3.0,1.5 Story Fin,1.0,Single,4.0,Above Average,3.0,Average,14.0,Common Brick,1.0,Comp Shingle,6.0,Hardwood,1.0,2.0,12,3000,2018-07-22T18:01:43.000Z
62999,3328    0056,2.0,1.0,13.0,Hot Water Rad,N,1.0,6.0,3.0,1937.0,,1957,2.0,2003-04-09T00:00:00.000Z,0.0,0,1,1331,1,4.0,2 Story,7.0,Row Inside,4.0,Above Average,3.0,Average,14.0,Common Brick,6.0,Metal- Sms,6.0,Hardwood,1.0,2.0,11,2826,2018-07-22T18:01:43.000Z
10227,0924    0818,1.0,1.0,13.0,Hot Water Rad,Y,1.0,8.0,4.0,1900.0,,1960,2.0,1900-01-01T00:00:00.000Z,,0,1,2096,1,4.0,2 Story,6.0,Row End,5.0,Good Quality,3.0,Average,14.0,Common Brick,6.0,Metal- Sms,6.0,Hardwood,1.0,0.0,11,1972,2018-07-22T18:01:43.000Z
4850,0615    0240,1.0,1.0,7.0,Warm Cool,Y,1.0,5.0,2.0,1924.0,,1943,2.0,1998-12-30T00:00:00.000Z,0.0,0,1,2270,1,4.0,2 Story,7.0,Row Inside,3.0,Average,3.0,Average,14.0,Common Brick,6.0,Metal- Sms,6.0,Hardwood,1.0,1.0,11,1484,2018-07-22T18:01:43.000Z
98081,5730    0179,4.0,0.0,13.0,Hot Water Rad,N,4.0,16.0,8.0,1942.0,2014.0,1967,2.0,2014-04-15T00:00:00.000Z,343000.0,1,1,3600,1,4.0,2 Story,2.0,Multi,4.0,Above Average,3.0,Average,22.0,Brick/Siding,2.0,Built Up,6.0,Hardwood,4.0,0.0,23,5296,2018-07-22T18:01:43.000Z
87474,5240    0051,1.0,0.0,1.0,Forced Air,N,1.0,5.0,2.0,1950.0,,1960,2.0,2005-11-18T00:00:00.000Z,0.0,0,1,864,1,4.0,2 Story,8.0,Semi-Detached,3.0,Average,3.0,Average,14.0,Common Brick,2.0,Built Up,6.0,Hardwood,1.0,0.0,13,2313,2018-07-22T18:01:43.000Z
13051,0994    0010,2.0,1.0,13.0,Hot Water Rad,N,1.0,6.0,3.0,1900.0,2011.0,1978,2.0,2001-04-17T00:00:00.000Z,245000.0,1,1,1588,1,4.0,2 Story,7.0,Row Inside,3.0,Average,4.0,Good,14.0,Common Brick,13.0,Neopren,11.0,Hardwood/Carp,1.0,2.0,11,1152,2018-07-22T18:01:43.000Z
96269,5402    0149,1.0,1.0,1.0,Forced Air,Y,1.0,7.0,3.0,2004.0,,2008,2.0,2015-10-05T00:00:00.000Z,275000.0,1,3,1280,1,4.0,2 Story,6.0,Row End,3.0,Average,4.0,Good,22.0,Brick/Siding,1.0,Comp Shingle,2.0,Carpet,1.0,0.0,11,2220,2018-07-22T18:01:43.000Z
